condition,lead,month,site,n,ghi_raw_zero_rate,ghi_raw_negative_rate,ghi_clean_zero_rate,zero_with_sat_gt100_rate,zero_with_sat_gt300_rate,zero_inconsistent_dhi_dni_rate,zero_count,zero_dhi_positive_fraction,zero_dni_positive_fraction,zero_gti_positive_fraction,zero_terrestrial_positive_fraction,zero_cloud_mean
all,D+1,2024-02,yancheng_2,696.0,0.5100574712643678,0.0,0.5100574712643678,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.01971830985915493,74.83380281690141
all,D+1,2024-02,yancheng_3,696.0,0.521551724137931,0.0,0.521551724137931,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.03305785123966942,73.96694214876032
all,D+1,2024-03,changzhou_1,744.0,0.4852150537634409,0.0,0.4852150537634409,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0443213296398892,65.06094182825485
all,D+1,2024-03,huai_an_1,744.0,0.48655913978494625,0.0,0.48655913978494625,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.04696132596685083,64.14088397790056
all,D+1,2024-03,huai_an_2,744.0,0.48655913978494625,0.0,0.48655913978494625,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.04696132596685083,60.10220994475138
all,D+1,2024-03,huai_an_3,744.0,0.478494623655914,0.0,0.478494623655914,0.0,0.0,0.0,356.0,0.0,0.0,0.0,0.03651685393258427,65.24157303370787
all,D+1,2024-03,lianyungang_1,744.0,0.4798387096774194,0.0,0.4798387096774194,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.036414565826330535,61.1624649859944
all,D+1,2024-03,lianyungang_2,744.0,0.4852150537634409,0.0,0.4852150537634409,0.0,0.0,0.0,361.0,0.0,0.0,0.0,0.0443213296398892,61.59002770083102
all,D+1,2024-03,nanjing_1,744.0,0.4838709677419355,0.0,0.4838709677419355,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.04722222222222222,66.21944444444445
all,D+1,2024-03,nanjing_2,744.0,0.4825268817204301,0.0,0.4825268817204301,0.0,0.0,0.0,359.0,0.0,0.0,0.0,0.04456824512534819,66.01392757660167
all,D+1,2024-03,nantong_1,744.0,0.489247311827957,0.0,0.489247311827957,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.04395604395604396,65.15384615384616
all,D+1,2024-03,nantong_2,744.0,0.489247311827957,0.0,0.489247311827957,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.038461538461538464,65.6510989010989
all,D+1,2024-03,suqian_1,744.0,0.4771505376344086,0.0,0.4771505376344086,0.0,0.0,0.0,355.0,0.0,0.0,0.0,0.036619718309859155,61.36619718309859
all,D+1,2024-03,suzhou_1,744.0,0.489247311827957,0.0,0.489247311827957,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.04395604395604396,65.81043956043956
all,D+1,2024-03,taizhou_1,744.0,0.4879032258064516,0.0,0.4879032258064516,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.049586776859504134,64.42699724517907
all,D+1,2024-03,taizhou_2,744.0,0.49193548387096775,0.0,0.49193548387096775,0.0,0.0,0.0,366.0,0.0,0.0,0.0,0.05191256830601093,65.94535519125684
all,D+1,2024-03,wuxi_1,744.0,0.48655913978494625,0.0,0.48655913978494625,0.0,0.0,0.0,362.0,0.0,0.0,0.0,0.04419889502762431,64.43646408839778
all,D+1,2024-03,xuzhou_1,744.0,0.46908602150537637,0.0,0.46908602150537637,0.0,0.0,0.0,349.0,0.0,0.0,0.0,0.022922636103151862,59.80229226361031
all,D+1,2024-03,xuzhou_2,744.0,0.47043010752688175,0.0,0.47043010752688175,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.025714285714285714,61.605714285714285
all,D+1,2024-03,yancheng_1,744.0,0.4879032258064516,0.0,0.4879032258064516,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.046831955922865015,59.95867768595041
all,D+1,2024-03,yancheng_2,744.0,0.4905913978494624,0.0,0.4905913978494624,0.0,0.0,0.0,365.0,0.0,0.0,0.0,0.049315068493150684,61.75616438356165
all,D+1,2024-03,yancheng_3,744.0,0.4879032258064516,0.0,0.4879032258064516,0.0,0.0,0.0,363.0,0.0,0.0,0.0,0.046831955922865015,63.81267217630854
all,D+1,2024-04,changzhou_1,720.0,0.42777777777777776,0.0,0.42777777777777776,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.025974025974025976,87.77597402597402
all,D+1,2024-04,huai_an_1,720.0,0.4222222222222222,0.0,0.4222222222222222,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.013157894736842105,82.0657894736842
all,D+1,2024-04,huai_an_2,720.0,0.42083333333333334,0.0,0.42083333333333334,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.009900990099009901,76.71947194719472
all,D+1,2024-04,huai_an_3,720.0,0.4236111111111111,0.0,0.4236111111111111,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.01639344262295082,84.12786885245902
all,D+1,2024-04,lianyungang_1,720.0,0.4222222222222222,0.0,0.4222222222222222,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.013157894736842105,73.90131578947368
all,D+1,2024-04,lianyungang_2,720.0,0.4222222222222222,0.0,0.4222222222222222,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.013157894736842105,74.30592105263158
all,D+1,2024-04,nanjing_1,720.0,0.42916666666666664,0.0,0.42916666666666664,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.02912621359223301,85.27831715210355
all,D+1,2024-04,nanjing_2,720.0,0.4263888888888889,0.0,0.4263888888888889,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.02280130293159609,86.85667752442997
all,D+1,2024-04,nantong_1,720.0,0.4222222222222222,0.0,0.4222222222222222,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.013157894736842105,89.16118421052632
all,D+1,2024-04,nantong_2,720.0,0.42916666666666664,0.0,0.42916666666666664,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.02912621359223301,88.9967637540453
all,D+1,2024-04,suqian_1,720.0,0.425,0.0,0.425,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0196078431372549,77.94444444444444
all,D+1,2024-04,suzhou_1,720.0,0.4263888888888889,0.0,0.4263888888888889,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.02280130293159609,88.85667752442997
all,D+1,2024-04,taizhou_1,720.0,0.4236111111111111,0.0,0.4236111111111111,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.01639344262295082,84.85245901639344
all,D+1,2024-04,taizhou_2,720.0,0.4222222222222222,0.0,0.4222222222222222,0.0,0.0,0.0,304.0,0.0,0.0,0.0,0.013157894736842105,82.26315789473684
all,D+1,2024-04,wuxi_1,720.0,0.425,0.0,0.425,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0196078431372549,87.48692810457516
all,D+1,2024-04,xuzhou_1,720.0,0.42916666666666664,0.0,0.42916666666666664,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.016181229773462782,71.42718446601941
all,D+1,2024-04,xuzhou_2,720.0,0.425,0.0,0.425,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.013071895424836602,77.38562091503267
all,D+1,2024-04,yancheng_1,720.0,0.425,0.0,0.425,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0196078431372549,78.17647058823529
all,D+1,2024-04,yancheng_2,720.0,0.4236111111111111,0.0,0.4236111111111111,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.01639344262295082,81.35081967213115
all,D+1,2024-04,yancheng_3,720.0,0.42083333333333334,0.0,0.42083333333333334,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.009900990099009901,80.53465346534654
all,D+1,2024-05,changzhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,65.46129032258065
all,D+1,2024-05,huai_an_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0032258064516129032,60.090322580645164
all,D+1,2024-05,huai_an_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.03225806451612903,54.38709677419355
all,D+1,2024-05,huai_an_3,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.01935483870967742,54.26129032258064
all,D+1,2024-05,lianyungang_1,744.0,0.41397849462365593,0.0,0.41397849462365593,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.03896103896103896,51.73376623376623
all,D+1,2024-05,lianyungang_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.054838709677419356,49.438709677419354
all,D+1,2024-05,nanjing_1,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.00964630225080386,66.70418006430869
all,D+1,2024-05,nanjing_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,67.27741935483871
all,D+1,2024-05,nantong_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.03225806451612903,60.55806451612903
all,D+1,2024-05,nantong_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.05161290322580645,58.95161290322581
all,D+1,2024-05,suqian_1,744.0,0.4153225806451613,0.0,0.4153225806451613,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.032362459546925564,53.15857605177994
all,D+1,2024-05,suzhou_1,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.028938906752411574,64.26366559485531
all,D+1,2024-05,taizhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0064516129032258064,58.70967741935484
all,D+1,2024-05,taizhou_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.03225806451612903,55.53225806451613
all,D+1,2024-05,wuxi_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,65.9258064516129
all,D+1,2024-05,xuzhou_1,744.0,0.3978494623655914,0.0,0.3978494623655914,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.02702702702702703,52.58108108108108
all,D+1,2024-05,xuzhou_2,744.0,0.4099462365591398,0.0,0.4099462365591398,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.036065573770491806,52.13442622950819
all,D+1,2024-05,yancheng_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.035483870967741936,54.63870967741936
all,D+1,2024-05,yancheng_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.03870967741935484,55.22258064516129
all,D+1,2024-05,yancheng_3,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.016129032258064516,57.79677419354839
all,D+1,2024-06,changzhou_1,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.06666666666666667,85.38333333333334
all,D+1,2024-06,huai_an_1,720.0,0.4027777777777778,0.0,0.4027777777777778,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.1413793103448276,82.5551724137931
all,D+1,2024-06,huai_an_2,720.0,0.3902777777777778,0.0,0.3902777777777778,0.0,0.0,0.0,281.0,0.0,0.0,0.0,0.1387900355871886,75.17081850533808
all,D+1,2024-06,huai_an_3,720.0,0.3861111111111111,0.0,0.3861111111111111,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.02877697841726619,81.64028776978417
all,D+1,2024-06,lianyungang_1,720.0,0.37916666666666665,0.0,0.37916666666666665,0.0,0.0,0.0,273.0,0.0,0.0,0.0,0.10256410256410256,73.65201465201466
all,D+1,2024-06,lianyungang_2,720.0,0.3861111111111111,0.0,0.3861111111111111,0.0,0.0,0.0,278.0,0.0,0.0,0.0,0.1366906474820144,70.24460431654676
all,D+1,2024-06,nanjing_1,720.0,0.4,0.0,0.4,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0625,85.59375
all,D+1,2024-06,nanjing_2,720.0,0.4152777777777778,0.0,0.4152777777777778,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.08361204013377926,85.0133779264214
all,D+1,2024-06,nantong_1,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.11,84.71
all,D+1,2024-06,nantong_2,720.0,0.4,0.0,0.4,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0625,84.96180555555556
all,D+1,2024-06,suqian_1,720.0,0.3763888888888889,0.0,0.3763888888888889,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0036900369003690036,74.1660516605166
all,D+1,2024-06,suzhou_1,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.09666666666666666,88.13333333333334
all,D+1,2024-06,taizhou_1,720.0,0.4152777777777778,0.0,0.4152777777777778,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.1605351170568562,83.20066889632108
all,D+1,2024-06,taizhou_2,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.16666666666666666,84.17
all,D+1,2024-06,wuxi_1,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.04,88.77333333333333
all,D+1,2024-06,xuzhou_1,720.0,0.375,0.0,0.375,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,72.9
all,D+1,2024-06,xuzhou_2,720.0,0.3763888888888889,0.0,0.3763888888888889,0.0,0.0,0.0,271.0,0.0,0.0,0.0,0.0036900369003690036,70.92619926199262
all,D+1,2024-06,yancheng_1,720.0,0.3958333333333333,0.0,0.3958333333333333,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.15789473684210525,78.34035087719299
all,D+1,2024-06,yancheng_2,720.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.17333333333333334,80.07
all,D+1,2024-06,yancheng_3,720.0,0.4083333333333333,0.0,0.4083333333333333,0.0,0.0,0.0,294.0,0.0,0.0,0.0,0.16326530612244897,80.93877551020408
all,D+1,2024-07,changzhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.05806451612903226,75.20967741935483
all,D+1,2024-07,huai_an_1,744.0,0.4032258064516129,0.0,0.4032258064516129,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.05333333333333334,74.24
all,D+1,2024-07,huai_an_2,744.0,0.4032258064516129,0.0,0.4032258064516129,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.06,71.74666666666667
all,D+1,2024-07,huai_an_3,744.0,0.4018817204301075,0.0,0.4018817204301075,0.0,0.0,0.0,299.0,0.0,0.0,0.0,0.06354515050167224,77.79933110367892
all,D+1,2024-07,lianyungang_1,744.0,0.3897849462365591,0.0,0.3897849462365591,0.0,0.0,0.0,290.0,0.0,0.0,0.0,0.03793103448275862,70.47241379310344
all,D+1,2024-07,lianyungang_2,744.0,0.3978494623655914,0.0,0.3978494623655914,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.060810810810810814,72.79391891891892
all,D+1,2024-07,nanjing_1,744.0,0.40591397849462363,0.0,0.40591397849462363,0.0,0.0,0.0,302.0,0.0,0.0,0.0,0.06291390728476821,74.00662251655629
all,D+1,2024-07,nanjing_2,744.0,0.41397849462365593,0.0,0.41397849462365593,0.0,0.0,0.0,308.0,0.0,0.0,0.0,0.06818181818181818,75.40584415584415
all,D+1,2024-07,nantong_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.00967741935483871,71.90645161290323
all,D+1,2024-07,nantong_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.02258064516129032,70.70967741935483
all,D+1,2024-07,suqian_1,744.0,0.3911290322580645,0.0,0.3911290322580645,0.0,0.0,0.0,291.0,0.0,0.0,0.0,0.041237113402061855,74.18556701030928
all,D+1,2024-07,suzhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,72.19032258064516
all,D+1,2024-07,taizhou_1,744.0,0.41263440860215056,0.0,0.41263440860215056,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.06514657980456026,73.11074918566776
all,D+1,2024-07,taizhou_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.06129032258064516,73.7516129032258
all,D+1,2024-07,wuxi_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.03225806451612903,72.98064516129033
all,D+1,2024-07,xuzhou_1,744.0,0.38844086021505375,0.0,0.38844086021505375,0.0,0.0,0.0,289.0,0.0,0.0,0.0,0.03460207612456748,76.72318339100346
all,D+1,2024-07,xuzhou_2,744.0,0.385752688172043,0.0,0.385752688172043,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.027874564459930314,70.87108013937282
all,D+1,2024-07,yancheng_1,744.0,0.40456989247311825,0.0,0.40456989247311825,0.0,0.0,0.0,301.0,0.0,0.0,0.0,0.059800664451827246,72.4485049833887
all,D+1,2024-07,yancheng_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.07096774193548387,73.33870967741936
all,D+1,2024-07,yancheng_3,744.0,0.4099462365591398,0.0,0.4099462365591398,0.0,0.0,0.0,305.0,0.0,0.0,0.0,0.06229508196721312,73.80983606557378
all,D+1,2024-08,changzhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,53.196774193548386
all,D+1,2024-08,huai_an_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,53.94838709677419
all,D+1,2024-08,huai_an_2,744.0,0.41935483870967744,0.0,0.41935483870967744,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.00641025641025641,58.708333333333336
all,D+1,2024-08,huai_an_3,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,50.83548387096774
all,D+1,2024-08,lianyungang_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.00967741935483871,53.70967741935484
all,D+1,2024-08,lianyungang_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,54.57419354838709
all,D+1,2024-08,nanjing_1,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.003215434083601286,50.32475884244373
all,D+1,2024-08,nanjing_2,744.0,0.41935483870967744,0.0,0.41935483870967744,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.00641025641025641,50.09935897435897
all,D+1,2024-08,nantong_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,44.74516129032258
all,D+1,2024-08,nantong_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,40.07096774193548
all,D+1,2024-08,suqian_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.00967741935483871,48.99354838709677
all,D+1,2024-08,suzhou_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,47.78709677419355
all,D+1,2024-08,taizhou_1,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.003215434083601286,52.28617363344051
all,D+1,2024-08,taizhou_2,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,51.70645161290322
all,D+1,2024-08,wuxi_1,744.0,0.4166666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,54.10967741935484
all,D+1,2024-08,xuzhou_1,744.0,0.4153225806451613,0.0,0.4153225806451613,0.0,0.0,0.0,309.0,0.0,0.0,0.0,0.032362459546925564,40.30744336569579
all,D+1,2024-08,xuzhou_2,744.0,0.41935483870967744,0.0,0.41935483870967744,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.028846153846153848,43.81089743589744
all,D+1,2024-08,yancheng_1,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.003215434083601286,56.40836012861736
all,D+1,2024-08,yancheng_2,744.0,0.41801075268817206,0.0,0.41801075268817206,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.003215434083601286,53.40192926045016
all,D+1,2024-08,yancheng_3,744.0,0.41935483870967744,0.0,0.41935483870967744,0.0,0.0,0.0,312.0,0.0,0.0,0.0,0.00641025641025641,54.49679487179487
all,D+1,2024-09,changzhou_1,720.0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.0626865671641791,57.76417910447761
all,D+1,2024-09,huai_an_1,720.0,0.46111111111111114,0.0,0.46111111111111114,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.04819277108433735,64.08433734939759
all,D+1,2024-09,huai_an_2,720.0,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.05952380952380952,66.11011904761905
all,D+1,2024-09,huai_an_3,720.0,0.4708333333333333,0.0,0.4708333333333333,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.058997050147492625,62.581120943952804
all,D+1,2024-09,lianyungang_1,720.0,0.46805555555555556,0.0,0.46805555555555556,0.0,0.0,0.0,337.0,0.0,0.0,0.0,0.05341246290801187,59.65875370919881
all,D+1,2024-09,lianyungang_2,720.0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.056716417910447764,63.973134328358206
all,D+1,2024-09,nanjing_1,720.0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.04776119402985075,52.582089552238806
all,D+1,2024-09,nanjing_2,720.0,0.4652777777777778,0.0,0.4652777777777778,0.0,0.0,0.0,335.0,0.0,0.0,0.0,0.05373134328358209,55.570149253731344
all,D+1,2024-09,nantong_1,720.0,0.45694444444444443,0.0,0.45694444444444443,0.0,0.0,0.0,329.0,0.0,0.0,0.0,0.03343465045592705,61.3161094224924
all,D+1,2024-09,nantong_2,720.0,0.4583333333333333,0.0,0.4583333333333333,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.030303030303030304,58.233333333333334
all,D+1,2024-09,suqian_1,720.0,0.4708333333333333,0.0,0.4708333333333333,0.0,0.0,0.0,339.0,0.0,0.0,0.0,0.05604719764011799,62.799410029498524
all,D+1,2024-09,suzhou_1,720.0,0.4583333333333333,0.0,0.4583333333333333,0.0,0.0,0.0,330.0,0.0,0.0,0.0,0.03636363636363636,59.878787878787875
all,D+1,2024-09,taizhou_1,720.0,0.4666666666666667,0.0,0.4666666666666667,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0625,60.1875
all,D+1,2024-09,taizhou_2,720.0,0.46111111111111114,0.0,0.46111111111111114,0.0,0.0,0.0,332.0,0.0,0.0,0.0,0.04819277108433735,61.16566265060241
all,D+1,2024-09,wuxi_1,720.0,0.4625,0.0,0.4625,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.05105105105105105,59.705705705705704
